DOEID,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,BTUEL,CUFEETNG,BTUNG,GALLONFO,BTUFO,GALLONLP,BTULP,GALLONKR,BTUKER,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,BTUFOAPL,BTUFOSPH,BTUFOWTH,BTULPAPL,BTULPSPH,BTULPWTH,BTUWOOD,ALTHUQ,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,AGEHHMEM1,AGEHHMEM2,AGEHHMEM3,AGEHHMEM4,AGEHHMEM5,AGEHHMEM6,AGEHHMEM7,AGEHHMEM8,AGEHHMEM9,AGEHHMEM10,AGEHHMEM11,AGEHHMEM12,AGEHHMEMY,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY
3582,0,2,5746,1445,16300,55616,1271,130786,999999,9999999,999999,9999999,999999,9999999,0,843,0,4614,5028,0,0,45974,10210,39708,80868,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,2,3,1,3888,0,1296,0,2592,2592,1296,0,0,0,0,0,1296,2592,0,1382,2967,0,0,0,0,0,1296,921,1671,0,0,1,2,48,2,1,0,5,48,48,21,16,99,99,99,99,99,99,99,99,14,1,0,0,0,15
3583,0,5,5427,1106,1103,3764,384,39485,999999,9999999,999999,9999999,999999,9999999,0,384,0,1846,0,0,0,1918,0,5136,34349,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,4,1,1,398,0,0,0,398,398,0,0,0,0,0,0,0,398,0,0,398,0,0,0,0,0,0,0,398,0,0,1,1,62,1,0,0,1,62,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,4
3584,0,2,3492,1913,27784,94799,999999,9999999,999999,9999999,999999,9999999,999999,9999999,5029,0,0,4284,20702,13423,14894,41496,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5000,9,3,11,3,0,2995,0,0,400,2595,2595,400,0,0,0,400,0,0,2595,0,2595,400,0,0,0,400,0,0,2595,0,0,0,0,1,46,2,0,0,3,46,16,99,99,99,99,99,99,99,99,99,99,13,1,0,0,0,12
3585,1,2,5420,1083,10683,36450,999999,9999999,973,134945,24,2192,999999,9999999,3496,584,0,1566,10712,0,0,24172,9999999,9999999,9999999,0,104003,30942,2192,0,0,9999999,9,5,4,3,0,4130,1482,0,400,2248,2248,1882,0,1482,0,400,0,0,2248,0,984,3536,0,1482,0,400,0,0,593,1654,0,0,1,1,58,1,1,0,2,58,99,99,99,99,99,99,99,99,99,99,99,58,0,0,0,0,23
3586,0,3,4731,1387,35805,122167,999999,9999999,999999,9999999,999999,9999999,999999,9999999,0,0,0,13552,11201,36338,21927,39149,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,4,1,1,1560,286,0,0,1274,1274,286,0,286,0,0,0,0,1274,0,891,1560,0,286,0,0,0,0,0,1274,0,0,1,1,25,1,1,0,5,25,24,5,3,99,99,99,99,99,99,99,99,2,1,1,1,1,3
3587,0,2,5209,951,7606,25953,1154,118795,999999,9999999,999999,9999999,999999,9999999,2959,494,0,7629,1792,0,0,16532,0,42163,76632,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,7,3,1,5438,2271,0,400,2767,2980,2458,1136,1136,0,400,0,0,1845,922,1720,4493,0,2271,0,400,0,0,945,1822,0,0,0,2,51,2,1,0,2,51,99,99,99,99,99,99,99,99,99,99,99,50,1,0,0,0,24
3588,3,5,1282,3503,4332,14781,241,24768,999999,9999999,999999,9999999,999999,9999999,0,0,0,2124,6656,0,0,6001,0,9948,14820,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,5,1,1,621,0,0,0,621,621,0,0,0,0,0,0,0,621,0,207,621,0,0,0,0,0,0,0,621,0,0,1,1,52,1,0,1,1,52,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,1,3
3589,0,5,2812,2181,7259,24768,235,24182,999999,9999999,999999,9999999,999999,9999999,0,0,0,5352,9947,0,0,9469,2919,5552,15711,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,8,1,1,613,0,0,0,613,613,0,0,0,0,0,0,0,613,0,204,613,0,0,0,0,0,0,0,613,0,0,0,2,69,1,0,0,1,69,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,1,3
3590,2,2,1862,2364,3751,12798,508,52229,999999,9999999,999999,9999999,999999,9999999,0,369,5047,2270,0,0,0,10528,3390,26895,21944,9999999,9999999,9999999,9999999,9999999,9999999,20000,9,4,3,3,1,2901,0,0,400,2501,1501,1400,0,0,0,400,0,0,1501,1000,0,2901,0,0,0,400,0,0,0,2501,0,0,1,1,83,1,1,0,2,83,99,99,99,99,99,99,99,99,99,99,99,83,0,1,0,0,8
3591,0,5,7023,775,2247,7666,453,46588,999999,9999999,999999,9999999,999999,9999999,0,0,0,1804,785,2108,1273,1696,0,0,46588,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,9,2,1,453,0,0,0,453,453,0,0,0,0,0,0,0,453,0,453,0,0,0,0,0,0,0,453,0,0,1,1,2,87,1,0,0,1,87,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,10
3592,0,2,2954,2386,18805,64164,1221,125613,999999,9999999,999999,9999999,999999,9999999,3856,644,4409,5977,18938,0,0,39249,14418,54788,56407,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,7,3,1,3360,0,1680,0,1680,1680,1680,0,0,0,0,0,1680,1680,0,3360,1680,0,0,0,0,0,1680,1680,0,0,0,1,2,42,2,1,0,5,42,42,17,15,99,99,99,99,99,99,99,99,13,1,0,0,0,17
3593,1,5,4872,1501,5036,17183,340,34986,999999,9999999,999999,9999999,999999,9999999,0,0,0,4045,2509,6818,0,3811,3610,0,31376,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,3,1,1,395,0,0,0,395,395,0,0,0,0,0,0,0,395,0,395,395,0,0,0,0,0,0,0,395,0,0,1,2,24,1,0,1,1,24,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,1,3
3594,3,2,1393,3078,19414,66240,999999,9999999,999999,9999999,999999,9999999,999999,9999999,6036,0,3780,5762,10684,10604,3653,35537,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,4,4,0,1102,0,0,0,1102,220,882,0,0,0,0,0,0,220,882,882,1102,0,0,0,0,0,0,0,1102,0,0,1,1,34,1,1,0,5,34,70,35,7,99,99,99,99,99,99,99,99,5,0,0,0,0,5
3595,0,1,6174,657,5445,18578,999999,9999999,379,52564,999999,9999999,999999,9999999,1853,0,0,1780,1889,4039,1144,9726,9999999,9999999,9999999,0,52564,0,9999999,9999999,9999999,9999999,9,3,6,4,0,1076,0,0,0,1076,1076,0,0,0,0,0,0,0,1076,0,807,1076,0,0,0,0,0,0,0,1076,0,0,1,2,48,1,1,0,2,48,99,99,99,99,99,99,99,99,99,99,99,12,0,0,0,0,1
3596,1,2,5377,1095,10796,36836,999999,9999999,1159,160742,167,15252,999999,9999999,2391,399,2733,4069,1411,0,0,31356,9999999,9999999,9999999,0,112224,48518,15252,0,0,9999999,9,2,7,3,0,3563,696,696,400,1771,1771,1792,0,696,0,400,0,696,1771,0,791,3563,0,696,0,400,0,696,0,1771,0,0,1,2,62,1,1,0,4,62,58,28,99,99,99,99,99,99,99,99,99,25,1,1,0,0,24
3597,0,2,4812,1352,11451,39071,1243,127889,999999,9999999,999999,9999999,999999,9999999,0,560,0,3447,9304,0,0,26320,17755,34206,75928,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,3,3,1,2276,0,0,0,2276,2276,0,0,0,0,0,0,0,2276,0,2276,0,0,0,0,0,0,0,2276,0,0,1,1,2,48,2,1,0,2,48,99,99,99,99,99,99,99,99,99,99,99,48,1,0,0,0,23
3598,0,2,4533,1237,6415,21888,13,1290,999999,9999999,583,53224,999999,9999999,0,0,0,2392,1953,6323,0,11220,1290,0,0,9999999,9999999,9999999,5881,47343,0,9999999,9,3,1,4,1,1092,0,0,0,1092,1092,0,0,0,0,0,0,0,1092,0,218,1092,0,0,0,0,0,0,0,1092,0,0,1,2,68,1,1,0,2,68,99,99,99,99,99,99,99,99,99,99,99,69,1,1,0,0,6
3599,0,2,5217,1291,13736,46866,732,75282,999999,9999999,999999,9999999,999999,9999999,5039,842,0,9866,5805,0,0,31195,0,21165,54117,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,3,1,1,3096,0,1032,0,2064,2064,1032,0,0,0,0,0,1032,2064,0,3096,1032,0,0,0,0,0,1032,2064,0,0,0,1,2,43,2,1,0,2,43,99,99,99,99,99,99,99,99,99,99,99,39,1,0,0,0,24
3600,0,1,3333,1876,13644,46554,47,4875,999999,9999999,471,43005,999999,9999999,3396,567,0,1449,12664,12835,0,19606,4875,0,0,9999999,9999999,9999999,0,43005,0,9999999,9,3,7,4,1,1456,0,0,0,1456,1456,0,0,0,0,0,0,0,1456,0,1456,0,0,0,0,0,0,0,1456,0,0,0,1,2,44,1,1,0,3,44,43,99,99,99,99,99,99,99,99,99,99,68,0,1,0,0,16
3601,0,2,4173,248,15829,54009,999999,9999999,999999,9999999,999999,9999999,999999,9999999,0,0,0,5306,0,14468,12785,21450,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,4,2,0,1000,0,0,0,1000,1000,0,0,0,0,0,0,0,1000,0,0,1000,0,0,0,0,0,0,0,1000,0,0,0,2,33,2,1,1,3,33,30,99,99,99,99,99,99,99,99,99,99,1,1,0,0,1,7
3602,0,2,4596,1526,41888,142922,999999,9999999,999999,9999999,999999,9999999,999999,9999999,7089,1184,0,29690,20338,15450,20014,57430,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,40000,9,1,5,2,1,6084,2028,2028,400,1628,4056,2028,2028,0,400,0,0,2028,1628,0,5684,2428,2028,0,0,400,0,2028,1628,0,0,0,1,2,62,1,1,0,2,62,99,99,99,99,99,99,99,99,99,99,99,64,0,1,0,0,16
3603,0,2,5465,1074,12623,43070,999999,9999999,999999,9999999,8,731,999999,9999999,4245,709,0,1811,3542,9265,11263,17189,9999999,9999999,9999999,9999999,9999999,9999999,0,731,0,9999999,9,3,10,2,0,2800,0,1400,400,1000,1000,1800,0,0,0,400,0,1400,1000,0,2400,1800,0,0,0,400,0,1400,1000,0,0,0,0,1,53,2,0,0,1,53,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,9
3604,0,2,2114,2371,16913,57707,999999,9999999,999999,9999999,999999,9999999,999999,9999999,3316,554,7581,3246,18738,6576,3796,25351,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,4,2,1,4740,0,2370,0,2370,2370,2370,0,0,0,0,0,2370,2370,0,4740,2370,0,0,0,0,0,2370,2370,0,0,0,1,2,82,1,1,0,2,82,99,99,99,99,99,99,99,99,99,99,99,79,0,1,0,0,5
3605,0,5,2447,2057,11483,39180,999999,9999999,999999,9999999,999999,9999999,999999,9999999,3200,535,0,2727,10924,4932,5645,14952,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,6,1,1,971,0,0,0,971,971,0,0,0,0,0,0,0,971,0,971,0,0,0,0,0,0,0,971,0,0,0,0,1,55,0,0,0,1,55,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,8
3606,0,2,5419,1107,10594,36147,999999,9999999,800,110952,999999,9999999,999999,9999999,2918,487,3336,3000,1808,11030,1680,18629,9999999,9999999,9999999,0,110952,0,9999999,9999999,9999999,9999999,9,6,2,4,0,2504,672,480,0,1352,1352,1152,0,672,0,0,0,480,1352,0,715,2504,0,672,0,0,0,480,0,1352,0,0,0,2,39,2,0,0,3,39,15,99,99,99,99,99,99,99,99,99,99,9,1,0,0,0,14
3607,1,3,6720,811,18397,62771,1225,126049,999999,9999999,270,24629,999999,9999999,0,2462,21370,13479,0,0,0,49292,6918,22693,96438,9999999,9999999,9999999,0,0,24629,9999999,9,3,1,1,1,2462,1200,0,0,1262,2462,0,1200,0,0,0,0,0,1262,0,0,2462,0,1200,0,0,0,0,0,1262,0,0,0,1,44,2,0,0,1,44,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,8
3608,0,5,5368,1273,13658,46601,999999,9999999,999999,9999999,999999,9999999,999999,9999999,3396,567,0,3105,8316,7400,10101,17679,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,9,2,1,1563,0,0,0,1563,1563,0,0,0,0,0,0,0,1563,0,1563,0,0,0,0,0,0,0,1563,0,0,0,1,2,35,2,1,0,2,35,99,99,99,99,99,99,99,99,99,99,99,29,1,0,0,0,19
3609,0,2,4327,1586,14545,49627,1137,116997,999999,9999999,999999,9999999,999999,9999999,0,868,0,12630,11416,0,0,25581,10879,24997,81121,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,4,3,1,4014,513,1204,400,1897,2410,1604,513,0,0,400,0,1204,1897,0,3614,1604,513,0,0,400,0,1204,1897,0,1,0,0,2,74,2,0,0,1,74,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,24
3610,1,5,6585,904,1402,4784,245,25248,999999,9999999,999999,9999999,999999,9999999,0,0,0,2266,1101,0,0,1417,0,3250,21998,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,9,3,1,663,0,0,0,663,663,0,0,0,0,0,0,0,663,0,221,663,0,0,0,0,0,0,0,663,0,0,1,1,83,1,0,0,1,83,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
3611,0,2,1679,3149,9864,33657,477,49053,999999,9999999,999999,9999999,999999,9999999,0,0,0,4112,14726,0,0,14819,9746,22808,16499,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,1,1,1,1650,0,0,250,1400,1400,250,0,0,0,250,0,0,1400,0,1400,250,0,0,0,250,0,0,1400,0,0,0,1,1,47,1,1,1,6,47,40,28,19,17,99,99,99,99,99,99,99,14,1,0,0,0,8
3612,0,2,4523,1272,7745,26426,283,29121,999999,9999999,999999,9999999,999999,9999999,2599,0,0,4312,6407,5154,1356,9197,0,0,29121,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,3,1,1,2850,0,1425,250,1175,1175,1675,0,0,0,250,0,1425,1175,0,2600,1675,0,0,0,250,0,1425,1175,0,0,0,1,2,78,1,1,0,2,78,99,99,99,99,99,99,99,99,99,99,99,78,0,1,0,0,10
3613,0,2,3774,1602,18921,64558,999999,9999999,999999,9999999,636,58086,999999,9999999,0,960,6573,5628,14704,11403,0,32823,9999999,9999999,9999999,9999999,9999999,9999999,0,58086,0,9999999,9,3,3,4,0,1960,392,0,0,1568,1568,392,0,392,0,0,0,0,1568,0,1960,392,0,392,0,0,0,0,1568,0,0,0,1,1,66,1,1,0,2,66,99,99,99,99,99,99,99,99,99,99,99,66,1,1,0,0,11
3614,3,3,2087,2979,11807,40285,999999,9999999,999999,9999999,999999,9999999,999999,9999999,3543,592,0,2562,12270,5460,6023,13970,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,6,1,1,1682,0,0,0,1682,1121,561,0,0,0,0,0,0,1121,561,637,1045,0,0,0,0,0,0,637,1045,0,0,0,2,26,2,0,0,1,26,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,10
3615,0,2,4926,1511,10719,36573,841,86539,999999,9999999,999999,9999999,999999,9999999,2930,0,7441,2190,10613,0,0,23770,0,21283,65256,9999999,9999999,9999999,9999999,9999999,9999999,5000,9,3,5,2,1,3300,1650,0,400,1250,2075,1225,825,825,0,400,0,0,1250,0,2900,1225,825,825,0,400,0,0,1250,0,0,0,1,1,68,1,0,0,1,68,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,6
3616,0,2,3018,2171,20393,69581,999999,9999999,999999,9999999,999999,9999999,999999,9999999,3210,536,4653,2321,16304,13436,10622,26898,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,13,3,0,8184,1646,2046,400,4092,3683,4501,0,1646,0,400,0,2046,3683,409,7784,4092,0,1646,0,400,0,2046,4092,0,0,0,1,1,35,1,1,0,4,35,39,8,99,99,99,99,99,99,99,99,99,5,1,0,0,0,23
3617,2,1,2451,64,2712,9253,800,82306,999999,9999999,999999,9999999,999999,9999999,0,316,0,2936,0,0,0,6317,15969,25172,41165,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,5,1,1,1248,0,0,0,1248,749,499,0,0,0,0,0,0,749,499,0,1248,0,0,0,0,0,0,0,1248,0,0,1,1,71,1,0,0,1,71,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
3618,0,5,4838,1282,4124,14070,807,83050,999999,9999999,999999,9999999,999999,9999999,0,0,0,2694,3694,0,0,7682,7327,13933,61790,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5,1,3,1,1,523,0,0,0,523,523,0,0,0,0,0,0,0,523,0,261,523,0,0,0,0,0,0,0,523,0,0,0,2,38,1,1,0,2,38,99,99,99,99,99,99,99,99,99,99,99,36,0,0,1,1,21
3619,0,2,7980,608,12875,43930,999999,9999999,367,50899,999999,9999999,999999,9999999,3286,549,7514,1402,3436,10957,0,28135,9999999,9999999,9999999,0,50899,0,9999999,9999999,9999999,200000,9,3,10,2,0,3936,1680,0,400,1856,1856,2080,0,1680,0,400,0,0,1856,0,3536,2080,0,1680,0,400,0,0,1856,0,0,0,0,2,37,2,1,0,5,37,37,13,10,99,99,99,99,99,99,99,99,9,1,0,0,0,14
3620,0,2,7141,432,13486,46014,856,88082,999999,9999999,999999,9999999,999999,9999999,2583,756,5173,3671,3766,9861,0,28716,0,0,88082,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,9,4,1,1698,0,0,400,1298,1298,400,0,0,0,400,0,0,1298,0,1298,400,0,0,0,400,0,0,1298,0,0,0,0,2,47,2,1,0,2,47,99,99,99,99,99,99,99,99,99,99,99,47,1,0,0,0,24
3621,1,5,4915,1345,6344,21646,187,19243,966,133958,999999,9999999,999999,9999999,0,0,0,4396,2651,0,0,14599,19243,0,0,0,94392,39566,9999999,9999999,9999999,9999999,9,1,1,1,1,288,0,0,0,288,288,0,0,0,0,0,0,0,288,0,288,288,0,0,0,0,0,0,0,288,1,0,1,2,60,2,1,0,2,60,99,99,99,99,99,99,99,99,99,99,99,44,1,0,0,0,24
3622,3,5,2358,2413,5021,17133,110,11309,999999,9999999,999999,9999999,999999,9999999,0,0,0,1644,6838,0,3399,5252,0,11309,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,2,1,1,773,0,0,0,773,773,0,0,0,0,0,0,0,773,0,773,0,0,0,0,0,0,0,773,0,0,0,1,1,47,1,1,0,2,47,99,99,99,99,99,99,99,99,99,99,99,47,0,1,1,1,5
3623,0,3,5534,788,5548,18929,552,56803,999999,9999999,999999,9999999,999999,9999999,4298,393,0,1702,930,0,0,16297,0,20377,36426,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,11,1,1,1504,0,0,400,1104,1104,400,0,0,0,400,0,0,1104,0,487,1017,0,0,0,400,0,0,487,617,0,0,1,1,63,0,0,0,1,63,99,99,99,99,99,99,99,99,99,99,99,99,1,0,1,0,7
3624,0,2,5371,1072,5817,19848,830,85407,999999,9999999,999999,9999999,999999,9999999,0,517,3537,2349,2987,0,0,14512,14869,28646,41892,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,10,2,1,3255,0,945,400,1910,1910,1345,0,0,0,400,0,945,1910,0,2855,1345,0,0,0,400,0,945,1910,0,0,0,0,1,28,2,0,0,2,28,99,99,99,99,99,99,99,99,99,99,99,19,1,1,0,0,12
3625,0,5,5341,1276,12275,41882,999999,9999999,999999,9999999,999999,9999999,999999,9999999,0,0,0,3390,6046,9107,10431,12908,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,10,2,0,806,0,0,0,806,806,0,0,0,0,0,0,0,806,0,806,0,0,0,0,0,0,0,806,0,0,0,1,1,51,2,0,0,2,51,99,99,99,99,99,99,99,99,99,99,99,20,1,0,0,0,10
3626,0,2,4868,1436,4578,15620,1660,170765,999999,9999999,999999,9999999,999999,9999999,3285,549,0,3216,1900,0,0,10504,5283,26524,138958,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,1,1,1,2543,848,0,0,1695,1695,848,0,848,0,0,0,0,1695,0,726,2543,0,848,0,0,0,0,0,1695,0,0,1,1,58,1,0,0,1,58,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
3627,0,2,3369,2116,9956,33970,666,68515,999999,9999999,999999,9999999,999999,9999999,4187,699,0,3179,10395,0,0,20396,8203,27991,32321,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,12,4,1,4100,0,2050,400,1650,1650,2450,0,0,0,400,0,2050,1650,0,3700,2450,0,0,0,400,0,2050,1650,0,0,0,1,2,46,1,1,0,2,46,99,99,99,99,99,99,99,99,99,99,99,51,0,1,0,0,16
3628,0,2,5098,1305,11409,38928,999999,9999999,999999,9999999,999999,9999999,999999,9999999,3393,0,0,3489,6787,5229,8595,14828,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,9,2,1,1728,614,0,250,864,1463,265,599,15,0,250,0,0,864,0,1478,265,599,15,0,250,0,0,864,0,0,0,0,1,51,2,0,0,1,51,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,13
3629,2,1,1244,1605,3055,10424,152,15594,999999,9999999,999999,9999999,999999,9999999,0,0,0,3041,3603,0,0,3780,2663,5063,7868,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,8,2,1,192,0,0,0,192,192,0,0,0,0,0,0,0,192,0,96,192,0,0,0,0,0,0,0,192,0,0,1,1,52,1,0,0,1,52,99,99,99,99,99,99,99,99,99,99,99,99,0,0,1,0,4
3630,0,2,7046,656,19360,66056,1486,152909,999999,9999999,184,16790,999999,9999999,4995,834,5710,13019,2407,0,0,50630,0,32927,119982,9999999,9999999,9999999,0,0,16790,9999999,9,2,1,2,1,4431,1080,1080,0,2271,1262,3170,0,1080,0,0,0,1080,1262,1010,2462,4431,0,1080,0,0,0,1080,0,2271,1,0,1,1,60,2,0,0,1,60,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
3631,0,5,5766,922,5014,17108,1018,104719,999999,9999999,999999,9999999,999999,9999999,0,766,0,4488,2728,0,0,9892,0,20289,84430,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,7,1,1,997,0,0,0,997,598,399,0,0,0,0,0,0,598,399,399,997,0,0,0,0,0,0,0,997,0,0,0,2,35,2,0,0,1,35,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,16
3632,2,2,1022,1029,9441,32213,477,49083,999999,9999999,999999,9999999,999999,9999999,0,462,0,4589,2980,0,0,24644,19826,22030,7227,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,5,3,1,2940,0,0,400,2540,2540,400,0,0,0,400,0,0,2540,0,2540,400,0,0,0,400,0,0,2540,0,0,0,0,1,37,2,1,0,5,37,36,8,4,99,99,99,99,99,99,99,99,4,1,0,0,0,24
3633,3,5,1102,3960,5108,17428,55,5633,999999,9999999,999999,9999999,999999,9999999,0,0,0,2423,6745,0,2864,5396,0,5633,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,3,1,1,529,0,0,0,529,529,0,0,0,0,0,0,0,529,0,132,529,0,0,0,0,0,0,0,529,0,0,1,2,67,1,0,0,1,67,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,2
3634,0,2,2444,1937,15861,54117,999999,9999999,999999,9999999,108,9898,999999,9999999,2398,401,3477,5704,11300,7402,4926,24785,9999999,9999999,9999999,9999999,9999999,9999999,0,9898,0,9999999,9,2,7,3,0,2036,0,0,400,1636,1636,400,0,0,0,400,0,0,1636,0,1636,400,0,0,0,400,0,0,1636,0,0,0,0,1,53,2,1,0,2,53,99,99,99,99,99,99,99,99,99,99,99,54,1,0,0,0,23
3635,0,2,7477,715,12551,42824,972,100019,999999,9999999,999999,9999999,999999,9999999,0,972,0,10119,6106,0,0,26599,15845,30495,53679,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,10,3,1,3920,1053,0,650,2217,3270,650,1053,0,0,650,0,0,2217,0,1339,1960,1053,0,0,650,0,0,908,1310,0,0,0,1,40,2,0,0,3,40,9,99,99,99,99,99,99,99,99,99,99,7,1,0,0,0,19
3636,3,2,2024,3119,24332,83021,710,73059,999999,9999999,999999,9999999,999999,9999999,6953,636,0,3482,33050,0,9178,37311,0,73059,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,9,3,1,4576,0,1200,400,2976,2976,1600,0,0,0,400,0,1200,2976,0,4176,1600,0,0,0,400,0,1200,2976,0,0,0,1,1,37,1,1,0,5,37,36,14,7,99,99,99,99,99,99,99,99,4,1,0,0,0,19
3637,1,2,5668,966,10667,36396,1104,113602,999999,9999999,999999,9999999,999999,9999999,0,654,0,5501,9373,0,0,21522,14333,31713,67556,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,1,2,1,2835,945,0,250,1640,2561,274,921,24,0,250,0,0,1640,0,2585,1195,0,945,0,250,0,0,1640,0,0,0,1,1,39,1,1,0,5,39,46,8,6,99,99,99,99,99,99,99,99,4,1,0,0,0,17
3638,0,5,5815,1080,6777,23123,999999,9999999,999999,9999999,999999,9999999,999999,9999999,0,434,0,2544,1123,5663,7174,6619,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5,9,7,1,1,986,0,0,0,986,986,0,0,0,0,0,0,0,986,0,247,986,0,0,0,0,0,0,0,986,0,0,0,2,38,1,0,0,2,38,99,99,99,99,99,99,99,99,99,99,99,9,0,0,1,1,3
3639,0,4,4271,1935,5372,18329,1019,104855,999999,9999999,999999,9999999,999999,9999999,0,0,0,1780,6865,0,0,9684,8398,15971,80486,9999999,9999999,9999999,9999999,9999999,9999999,9999999,4,2,1,1,1,1415,684,0,0,731,731,684,0,684,0,0,0,0,731,0,566,1415,0,684,0,0,0,0,0,731,0,0,1,1,41,1,0,0,3,41,12,99,99,99,99,99,99,99,99,99,99,8,1,0,1,1,4
3640,0,2,4735,272,13918,47488,999999,9999999,999999,9999999,999999,9999999,999999,9999999,2943,491,0,2826,0,15730,7186,21746,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,8,1,0,1584,0,0,250,1334,953,631,0,0,0,250,0,0,953,381,0,1584,0,0,0,250,0,0,0,1334,0,0,1,2,43,2,1,1,6,43,44,24,25,23,99,99,99,99,99,99,99,18,1,0,1,0,5
